title,url,duration,thumbnail
4.4: Mastodon Bot - Posting with setInterval(),https://www.youtube.com/watch?v=dHI3cUhNWRg,702,https://i.ytimg.com/vi/dHI3cUhNWRg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRKAbM_3MCguhjoYlhrEgIJmSHxw
4.3: Mastodon Bot - Environment Variables in Node with dotenv,https://www.youtube.com/watch?v=B8ireAeWRQk,373,https://i.ytimg.com/vi/B8ireAeWRQk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCVVYZB2YFcBVywWxptLczMG_T0Zw
4.2: Mastodon Bot - Setting up a Mastodon Bot,https://www.youtube.com/watch?v=pY4b18JGCKE,1008,https://i.ytimg.com/vi/pY4b18JGCKE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADZfxgYcArsGAv4Kj6x9Gyw-VPag
4.1: Mastodon Bot - What is Mastodon?,https://www.youtube.com/watch?v=sKSxBd56H70,661,https://i.ytimg.com/vi/sKSxBd56H70/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQvtiS1lZCXxntT7_VMUZz8AIoiw
6.4: p5.js Web Editor: Adding JavaScript Files,https://www.youtube.com/watch?v=5nf41qLeagU,330,https://i.ytimg.com/vi/5nf41qLeagU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5k5Rg-R40yN9q-k4SokvG3lnEMQ
Style Transfer Part 1: Training a model with on Spell with Yining Shi,https://www.youtube.com/watch?v=STHRNIJc-vI,1859,https://i.ytimg.com/vi/STHRNIJc-vI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7C7-FnTxud27MNs0wGDjAJylkgg
Workflow: Python and Virtualenv,https://www.youtube.com/watch?v=nnhjvHYRsmM,1134,https://i.ytimg.com/vi/nnhjvHYRsmM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2sZwT8ES1q01sKwaVVP311MQKGQ
Workflow: Node,https://www.youtube.com/watch?v=FjWbUK2HdCo,821,https://i.ytimg.com/vi/FjWbUK2HdCo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbSS1lLhyXu_sOgCT78ZDvE56qxA
Workflow: Git,https://www.youtube.com/watch?v=_sLgRBrZh6o,398,https://i.ytimg.com/vi/_sLgRBrZh6o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnAFAB148uYBut38mi54sNzDk4HQ
Workflow: Shell,https://www.youtube.com/watch?v=FnkkzgYuXUM,810,https://i.ytimg.com/vi/FnkkzgYuXUM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_qLAgls4VXB8pgES4o7-04X8E0g
Workflow: Visual Studio Code,https://www.youtube.com/watch?v=yJw0SyKO9IU,711,https://i.ytimg.com/vi/yJw0SyKO9IU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCdGDvdbqsSkhFgloiZXSZOnd_IrQ
Introduction to Spell (for Machine Learning in the Cloud),https://www.youtube.com/watch?v=ggBOAPtFjYU,1568,https://i.ytimg.com/vi/ggBOAPtFjYU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfbSkVilk7Q19ppnfhekF6bgsVVg
